Votes12,Votes16,otherpres_shift,democratic_shift,republican_shift,state,county,fips,trump16,trump_zero,clinton16,clinton_zero,otherpres16,otherpres16_ 0,romney12,romney_zero,obama12,obama_zero,otherpres12,otherpres12_0,demsen16,repsen16,othersen16,demhouse16,rephouse16,otherhouse16,demgov16,repgov16,othergov16,repgov14,demgov14,othergov14,total_population,cvap,white_pct,black_pct,hispanic_pct,nonwhite_pct,foreignborn_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc
52.387749177,49.442203069,2.767456317,-2.945546109,0.178089792,Pennsylvania,Dauphin,42043,60863,True,64706,True,5303,True,57450,True,64965,True,1593,True,62551,63740,2383,59322,66093,836,NA,NA,NA,39047,40306,0,271962,202405,67.824549018,17.506122179,8.241960274,32.175450982,7.192181261,51.571543083,37.893161545,15.256543194,54968,6.171589311,10.921410802,70.675410046,7.901942793,67.525233186,13.323386796,2
60.158843552,59.604077491,2.191490874,-0.554766061,-1.636724814,Pennsylvania,Delaware,42045,110667,True,177402,True,9565,True,110853,True,171792,True,2919,True,163377,126300,3948,150468,139614,0,NA,NA,NA,68957,108307,0,562316,414375,68.574787130,20.537562509,3.472780430,31.425212870,9.726915115,51.953883581,39.263332361,15.102006701,66576,7.539406583,7.597338167,63.216426105,5.427837930,59.767134911,0.463881470,1
41.267563076,26.708720366,2.318110606,-14.558842710,12.240732104,Pennsylvania,Elk,42047,10025,True,3853,True,548,True,7579,True,5463,True,196,True,4509,8703,1111,4013,10231,0,NA,NA,NA,4420,4115,0,31111,24880,97.496062486,0.456430202,0.716788274,2.503937514,0.928931889,50.046607309,31.525826878,20.545787664,47917,5.062811691,8.456334563,82.226322263,8.504819547,82.169917059,55.675201903,7
57.356747233,46.986149629,3.131929821,-10.370597603,7.238667782,Pennsylvania,Erie,42049,60069,True,58112,True,5498,True,49025,True,68036,True,1558,True,56846,60948,4930,21235,73494,0,NA,NA,NA,30371,42091,0,279133,212470,85.145432464,6.692508589,3.884886416,14.854567536,4.522933512,50.653989317,39.625196591,15.744824152,47094,7.074246579,8.930007617,73.037406324,7.337006812,71.941471103,20.019531946,2
45.296361200,33.377350419,1.225700580,-11.919010780,10.693310201,Pennsylvania,Fayette,42051,34590,True,17946,True,1231,True,26018,True,21971,True,516,True,20547,29699,2958,18970,31772,0,NA,NA,NA,12654,17623,0,134229,107355,92.258006839,3.978275931,1.031818757,7.741993161,0.907404510,50.650753563,33.159004388,19.356472893,40511,7.843473489,12.635919741,85.266300111,12.148318043,85.170380079,47.897603326,1
38.754325260,26.072469804,2.404401136,-12.681855455,10.277454319,Pennsylvania,Forest,42053,1683,True,626,True,92,True,1383,True,896,True,33,True,708,1502,164,640,1716,0,NA,NA,NA,820,815,0,7493,7125,59.455491792,30.588549313,7.540371013,40.544508208,2.348858935,21.513412518,25.917523021,21.460029361,36594,4.498594189,19.214780600,91.701308699,12.157448929,87.593423019,100,9
30.113510257,25.046249157,2.277604020,-5.067261100,2.789657080,Pennsylvania,Franklin,42055,49768,True,17465,True,2498,True,43260,True,18995,True,823,True,17827,48658,3309,22461,45109,0,NA,NA,NA,25888,12447,0,152707,115150,88.969726339,3.695311937,5.058052349,11.030273661,3.249359885,50.861453633,36.657782551,18.168780737,55751,6.395917888,13.454824151,79.944553256,12.799006221,79.851343860,40.352096673,3
21.146085553,13.469206912,1.290777540,-7.676878641,6.386101101,Pennsylvania,Fulton,42057,5694,True,912,True,165,True,4814,True,1310,True,71,True,1025,5456,250,1914,4756,0,NA,NA,NA,2648,1111,0,14653,11480,96.485361359,1.337610046,1.078277486,3.514638641,0.559612366,49.593939808,34.177301576,19.443117450,49420,5.997483573,13.021333846,86.623102057,13.105553367,86.786136274,100,8
40.459070796,28.431870084,1.474640887,-12.027200713,10.552559826,Pennsylvania,Greene,42059,10849,True,4482,True,433,True,8428,True,5852,True,184,True,5692,8826,896,2217,11411,0,NA,NA,NA,3985,5055,0,37669,30345,92.598688577,4.149300486,1.422920704,7.401311423,0.809684356,48.084631925,35.267726778,17.104250179,49116,6.993228277,13.277047221,82.669605499,12.304623901,81.911429502,66.832962829,6
30.665003685,23.033593829,1.992220329,-7.631409856,5.639189527,Pennsylvania,Huntingdon,42061,14494,True,4539,True,673,True,11979,True,5409,True,251,True,5105,13078,1406,4935,14378,0,NA,NA,NA,7238,5493,0,45844,36870,91.084983858,5.132623680,1.860657883,8.915016142,1.036122502,47.018148504,35.145275281,18.571677864,45250,7.290206289,11.394146968,85.287911685,10.692816603,84.414145146,68.662470324,6
39.847471160,30.521577972,1.957697863,-9.325893188,7.368195325,Pennsylvania,Indiana,42063,24888,True,11528,True,1354,True,21257,True,14473,True,591,True,12592,22245,2955,16320,19336,0,NA,NA,NA,12195,10220,0,87491,70725,93.950234881,2.276805614,1.264130025,6.049765119,1.707604211,49.790264141,40.944782892,17.085185905,45118,7.732957127,11.046397720,77.846647075,11.203342515,78.210792923,60.069756976,4
